YEAR,STATE,PARTY,VOTESHARE
1999,MANIPUR,MSCP,0.25
1999,MANIPUR,MPP,0.16
1999,MANIPUR,NCP,0.13
1999,MANIPUR,IND,0.07
1999,MANIPUR,CPI,0.04
1999,MANIPUR,FPM,0.03
1999,MANIPUR,JDU,0.03
1999,MANIPUR,RJD,0.02
1999,MANIPUR,BJP,0.01
1999,MEGHALAYA,CONG,0.33
1999,MEGHALAYA,NCP,0.28
1999,MEGHALAYA,UDP,0.16
1999,MEGHALAYA,BJP,0.09
1999,MEGHALAYA,HPDP,0.06
1999,MEGHALAYA,PDM,0.05
1999,MEGHALAYA,CPI,0.01
1999,MEGHALAYA,GNC,0.01
1999,MEGHALAYA,IND,0.01
1999,MIZORAM,IND,0.96
1999,MIZORAM,MDF,0.03
1999,MIZORAM,EU,0.01
1999,MIZORAM,RJD,0.01
1999,NAGALAND,CONG,0.71
1999,NAGALAND,IND,0.23
1999,NAGALAND,BJP,0.05
1999,NAGALAND,LS,0.01
1999,NCT OF DELHI,BJP,0.52
1999,NCT OF DELHI,CONG,0.42
1999,NCT OF DELHI,BSP,0.02
1999,NCT OF DELHI,IND,0.02
1999,NCT OF DELHI,JDS,0.01
1999,ORISSA,CONG,0.37
1999,ORISSA,BJD,0.33
1999,ORISSA,BJP,0.25
1999,ORISSA,JMM,0.02
1999,ORISSA,CPI,0.01
1999,ORISSA,IND,0.01
1999,PUDUCHERRY,CONG,0.37
1999,PUDUCHERRY,PMK,0.32
1999,PUDUCHERRY,TMC(M),0.25
1999,PUDUCHERRY,IND,0.06
1999,PUNJAB,CONG,0.38
1999,PUNJAB,SAD,0.29
1999,PUNJAB,BJP,0.09
1999,PUNJAB,SHSAD,0.05
1999,PUNJAB,BSP,0.04
1999,PUNJAB,CPI,0.04
1999,PUNJAB,DBSM,0.03
1999,PUNJAB,SAD(M),0.03
1999,PUNJAB,CPM,0.02
1999,PUNJAB,IND,0.02
1999,RAJASTHAN,BJP,0.47
1999,RAJASTHAN,CONG,0.45
1999,RAJASTHAN,BSP,0.03
1999,RAJASTHAN,JDU,0.02
1999,RAJASTHAN,IND,0.01
1999,SIKKIM,SDF,0.53
1999,SIKKIM,SSP,0.42
1999,SIKKIM,CONG,0.05
1999,SIKKIM,IND,0.01
1999,TAMIL NADU,ADMK,0.26
1999,TAMIL NADU,DMK,0.23
1999,TAMIL NADU,CONG,0.11
1999,TAMIL NADU,PMK,0.08
1999,TAMIL NADU,BJP,0.07
1999,TAMIL NADU,TMC(M),0.07
1999,TAMIL NADU,MDMK,0.06
1999,TAMIL NADU,CPI,0.03
1999,TAMIL NADU,CPM,0.02
1999,TAMIL NADU,PT,0.02
1999,TAMIL NADU,IND,0.01
1999,TAMIL NADU,MADMK,0.01
1999,TAMIL NADU,TRC,0.01
1999,TRIPURA,CPM,0.56
1999,TRIPURA,TMC,0.14
1999,TRIPURA,CONG,0.14
1999,TRIPURA,BJP,0.13
1999,TRIPURA,AMB,0.01
1999,TRIPURA,IND,0.01
1999,UTTAR PRADESH,BJP,0.28
1999,UTTAR PRADESH,SP,0.24
1999,UTTAR PRADESH,BSP,0.22
1999,UTTAR PRADESH,CONG,0.15
1999,UTTAR PRADESH,IND,0.04
1999,UTTAR PRADESH,ABLTC,0.02
1999,UTTAR PRADESH,AD,0.02
1999,UTTAR PRADESH,RLD,0.02
1999,UTTAR PRADESH,JDU,0.01
1999,WEST BENGAL,CPM,0.36
1999,WEST BENGAL,TMC,0.26
1999,WEST BENGAL,CONG,0.13
1999,WEST BENGAL,BJP,0.11
1999,WEST BENGAL,RSP,0.04
1999,WEST BENGAL,CPI,0.03
1999,WEST BENGAL,FBL,0.03
1999,WEST BENGAL,IND,0.02
1998,A&N ISLANDS,BJP,0.36
1998,A&N ISLANDS,CONG,0.36
1998,A&N ISLANDS,ICS,0.2
1998,A&N ISLANDS,CPM,0.06
1998,A&N ISLANDS,IND,0.03
1998,ANDHRA PRADESH,CONG,0.38
1998,ANDHRA PRADESH,TDP,0.32
1998,ANDHRA PRADESH,BJP,0.18
1998,ANDHRA PRADESH,CPI,0.03
1998,ANDHRA PRADESH,CPM,0.03
1998,ANDHRA PRADESH,AIMIM,0.02
1998,ANDHRA PRADESH,IND,0.02
1998,ANDHRA PRADESH,JD,0.01
1998,ANDHRA PRADESH,NTRTDP(LP),0.01
1998,ARUNACHAL PRADESH,AC,0.52
1998,ARUNACHAL PRADESH,CONG,0.24
1998,ARUNACHAL PRADESH,BJP,0.22
1998,ARUNACHAL PRADESH,JD,0.02
1998,ASSAM,CONG,0.39
1998,ASSAM,BJP,0.24
1998,ASSAM,AGP,0.13
1998,ASSAM,IND,0.1
1998,ASSAM,UMFA,0.04
1998,ASSAM,CPM,0.03
1998,ASSAM,ASDC,0.02
1998,ASSAM,URMCA,0.02
1998,ASSAM,CPI,0.01
1998,ASSAM,SP,0.01
1998,BIHAR,RJD,0.27
1998,BIHAR,BJP,0.24
1998,BIHAR,SAP,0.16
1998,BIHAR,JD,0.09
1998,BIHAR,CONG,0.07
1998,BIHAR,CPI,0.03
1998,BIHAR,CPI(ML)(L),0.02
1998,BIHAR,IND,0.02
1998,BIHAR,JMM,0.02
1998,BIHAR,SP,0.02
1998,BIHAR,AIRJP,0.01
1998,BIHAR,BJC,0.01
1998,BIHAR,BSP,0.01
1998,BIHAR,JMM(M),0.01
1998,BIHAR,MCO,0.01
1998,BIHAR,SJP(R),0.01
1998,CHANDIGARH,BJP,0.42
1998,CHANDIGARH,CONG,0.39
1998,CHANDIGARH,SJP(R),0.15
1998,CHANDIGARH,IND,0.02
1998,CHANDIGARH,SP,0.02
1998,D&N HAVELI,BJP,0.54
1998,D&N HAVELI,SS,0.42
1998,D&N HAVELI,CONG,0.04
1998,DAMAN & DIU,IND,0.56
1998,DAMAN & DIU,BJP,0.42
1998,DAMAN & DIU,CONG,0.02
1998,GOA,CONG,0.32
1998,GOA,BJP,0.3
1998,GOA,UGDP,0.25
1998,GOA,MAG,0.13
1998,GUJARAT,BJP,0.48
1998,GUJARAT,CONG,0.36
1998,GUJARAT,AIRJP,0.1
1998,GUJARAT,JD,0.03
1998,GUJARAT,IND,0.01
1998,GUJARAT,SP,0.01
1998,HARYANA,HLD(R),0.26
1998,HARYANA,CONG,0.26
1998,HARYANA,BJP,0.19
1998,HARYANA,HVP,0.12
1998,HARYANA,BSP,0.08
1998,HARYANA,SJP(R),0.05
1998,HARYANA,SS,0.02
1998,HARYANA,IND,0.01
1998,HIMACHAL PRADESH,BJP,0.51
1998,HIMACHAL PRADESH,CONG,0.42
1998,HIMACHAL PRADESH,HVC,0.04
1998,HIMACHAL PRADESH,BSP,0.01
1998,HIMACHAL PRADESH,CPI,0.01
1998,HIMACHAL PRADESH,JD,0.01
1998,JAMMU & KASHMIR,NC,0.36
1998,JAMMU & KASHMIR,BJP,0.29
1998,JAMMU & KASHMIR,CONG,0.19
1998,JAMMU & KASHMIR,IND,0.07
1998,JAMMU & KASHMIR,BSP,0.05
1998,JAMMU & KASHMIR,JD,0.01
1998,JAMMU & KASHMIR,JKAL,0.01
1998,JAMMU & KASHMIR,NPAP,0.01
1998,KARNATAKA,CONG,0.36
1998,KARNATAKA,BJP,0.27
1998,KARNATAKA,JD,0.22
1998,KARNATAKA,LS,0.11
1998,KARNATAKA,KTVP,0.02
1998,KARNATAKA,BSP,0.01
1998,KARNATAKA,IND,0.01
1998,KERALA,CONG,0.39
1998,KERALA,CPM,0.21
1998,KERALA,BJP,0.08
1998,KERALA,CPI,0.08
1998,KERALA,IND,0.07
1998,KERALA,IUML,0.05
1998,KERALA,JD,0.04
1998,KERALA,RSP,0.03
1998,KERALA,KEC,0.02
1998,KERALA,KECM,0.02
1998,KERALA,INL,0.01
1998,LAKSHADWEEP,CONG,0.52
1998,LAKSHADWEEP,JD,0.48
1998,MADHYA PRADESH,BJP,0.46
1998,MADHYA PRADESH,CONG,0.39
1998,MADHYA PRADESH,BSP,0.09
1998,MADHYA PRADESH,CPI,0.01
1998,MADHYA PRADESH,GGP,0.01
1998,MADHYA PRADESH,IND,0.01
1998,MADHYA PRADESH,JD,0.01
1998,MADHYA PRADESH,SP,0.01
1998,MAHARASHTRA,CONG,0.44
1998,MAHARASHTRA,BJP,0.22
1998,MAHARASHTRA,SS,0.2
1998,MAHARASHTRA,RPI,0.04
1998,MAHARASHTRA,SP,0.03
1998,MAHARASHTRA,IND,0.02
1998,MAHARASHTRA,JD,0.02
1998,MAHARASHTRA,BSP,0.01
1998,MAHARASHTRA,CPM,0.01
1998,MAHARASHTRA,PWPI,0.01
1998,MANIPUR,MSCP,0.25
1998,MANIPUR,CPI,0.2
1998,MANIPUR,CONG,0.19
1998,MANIPUR,MPP,0.15
1998,MANIPUR,BJP,0.13
1998,MANIPUR,RJD,0.06
1998,MANIPUR,IND,0.01
1998,MANIPUR,SAP,0.01
1998,MEGHALAYA,CONG,0.48
1998,MEGHALAYA,UDP,0.25
1998,MEGHALAYA,BJP,0.09
1998,MEGHALAYA,HPDP,0.07
1998,MEGHALAYA,PDP,0.06
1998,MEGHALAYA,GNC,0.02
1998,MEGHALAYA,CPI,0.01
1998,MEGHALAYA,RJD,0.01
1998,MEGHALAYA,SP,0.01
1998,MIZORAM,CONG,0.35
1998,MIZORAM,IND,0.35
1998,MIZORAM,MNF,0.27
1998,MIZORAM,BJP,0.03
1998,NAGALAND,CONG,0.87
1998,NAGALAND,LS,0.13
1998,NCT OF DELHI,BJP,0.51
1998,NCT OF DELHI,CONG,0.43
1998,NCT OF DELHI,BSP,0.02
1998,NCT OF DELHI,JD,0.02
1998,NCT OF DELHI,IND,0.01
1998,ORISSA,CONG,0.41
1998,ORISSA,BJD,0.27
1998,ORISSA,BJP,0.21
1998,ORISSA,JD,0.05
1998,ORISSA,JMM,0.02
1998,ORISSA,CPI,0.01
1998,PUDUCHERRY,DMK,0.41
1998,PUDUCHERRY,CONG,0.32
1998,PUDUCHERRY,ADMK,0.25
1998,PUDUCHERRY,BSP,0.01
1998,PUNJAB,SAD,0.33
1998,PUNJAB,CONG,0.26
1998,PUNJAB,BSP,0.13
1998,PUNJAB,BJP,0.12
1998,PUNJAB,IND,0.05
1998,PUNJAB,JD,0.04
1998,PUNJAB,CPI,0.03
1998,PUNJAB,SAD(M),0.03
1998,PUNJAB,CPM,0.01
1998,RAJASTHAN,CONG,0.44
1998,RAJASTHAN,BJP,0.42
1998,RAJASTHAN,IND,0.04
1998,RAJASTHAN,AIIC(S),0.02
1998,RAJASTHAN,BSP,0.02
1998,RAJASTHAN,JD,0.02
1998,RAJASTHAN,CPI,0.01
1998,RAJASTHAN,CPM,0.01
1998,SIKKIM,SDF,0.66
1998,SIKKIM,CONG,0.33
1998,SIKKIM,IND,0.01
1998,TAMIL NADU,ADMK,0.26
1998,TAMIL NADU,DMK,0.2
1998,TAMIL NADU,TMC(M),0.2
1998,TAMIL NADU,BJP,0.07
1998,TAMIL NADU,MDMK,0.06
1998,TAMIL NADU,PMK,0.06
1998,TAMIL NADU,CONG,0.05
1998,TAMIL NADU,CPI,0.02
1998,TAMIL NADU,IND,0.02
1998,TAMIL NADU,PT,0.02
1998,TAMIL NADU,CPM,0.01
1998,TAMIL NADU,JP,0.01
1998,TAMIL NADU,MADMK,0.01
1998,TRIPURA,CPM,0.49
1998,TRIPURA,CONG,0.42
1998,TRIPURA,BJP,0.08
1998,UTTAR PRADESH,BJP,0.36
1998,UTTAR PRADESH,SP,0.29
1998,UTTAR PRADESH,BSP,0.21
1998,UTTAR PRADESH,CONG,0.06
1998,UTTAR PRADESH,IND,0.03
1998,UTTAR PRADESH,AD,0.01
1998,UTTAR PRADESH,BKKGP,0.01
1998,UTTAR PRADESH,SAP,0.01
1998,WEST BENGAL,CPM,0.35
1998,WEST BENGAL,WBTC,0.24
1998,WEST BENGAL,CONG,0.15
1998,WEST BENGAL,BJP,0.1
1998,WEST BENGAL,CPI,0.04
1998,WEST BENGAL,RSP,0.04
1998,WEST BENGAL,FBL,0.03
1998,WEST BENGAL,FB(S),0.01
1998,WEST BENGAL,IND,0.01
1996,A&N ISLANDS,CONG,0.58
1996,A&N ISLANDS,BJP,0.24
1996,A&N ISLANDS,CPM,0.14
1996,A&N ISLANDS,IND,0.03
1996,ANDHRA PRADESH,CONG,0.4
1996,ANDHRA PRADESH,TDP,0.33
1996,ANDHRA PRADESH,NTRTDP(LP),0.11
1996,ANDHRA PRADESH,BJP,0.06
1996,ANDHRA PRADESH,IND,0.04
1996,ANDHRA PRADESH,CPM,0.03
1996,ANDHRA PRADESH,CPI,0.02
1996,ANDHRA PRADESH,AIIC(T),0.01
1996,ANDHRA PRADESH,AIMIM,0.01
1996,ARUNACHAL PRADESH,IND,0.54
1996,ARUNACHAL PRADESH,CONG,0.29
1996,ARUNACHAL PRADESH,BJP,0.17
1996,ASSAM,CONG,0.32
1996,ASSAM,AGP,0.27
1996,ASSAM,BJP,0.16
1996,ASSAM,IND,0.12
1996,ASSAM,CPM,0.04
1996,ASSAM,AIIC(T),0.03
1996,ASSAM,UMFA,0.03
1996,ASSAM,ASDC,0.02
1996,ASSAM,JD,0.01
1996,BIHAR,JD,0.32
1996,BIHAR,BJP,0.21
1996,BIHAR,SAP,0.14
1996,BIHAR,CONG,0.13
1996,BIHAR,CPI,0.05
1996,BIHAR,IND,0.05
1996,BIHAR,JMM,0.03
1996,BIHAR,CPI(ML)(L),0.02
1996,BIHAR,BSP,0.01
1996,BIHAR,CPM,0.01
1996,BIHAR,JMM(M),0.01
1996,BIHAR,SP,0.01
1996,CHANDIGARH,BJP,0.39
1996,CHANDIGARH,CONG,0.3
1996,CHANDIGARH,SAP,0.18
1996,CHANDIGARH,BSP,0.04
1996,CHANDIGARH,IND,0.03
1996,CHANDIGARH,BSP(A),0.02
1996,CHANDIGARH,CPM,0.02
1996,CHANDIGARH,JD,0.01
1996,D&N HAVELI,CONG,0.56
1996,D&N HAVELI,BJP,0.42
1996,D&N HAVELI,AIIC(T),0.01
1996,D&N HAVELI,IND,0.01
1996,DAMAN & DIU,CONG,0.51
1996,DAMAN & DIU,BJP,0.4
1996,DAMAN & DIU,IND,0.09
1996,GOA,CONG,0.34
1996,GOA,MAG,0.27
1996,GOA,UGDP,0.23
1996,GOA,BJP,0.14
1996,GOA,CPI,0.01
1996,GOA,IND,0.01
1996,GUJARAT,BJP,0.49
1996,GUJARAT,CONG,0.39
1996,GUJARAT,IND,0.07
1996,GUJARAT,AIIC(T),0.02
1996,GUJARAT,GAVP,0.02
1996,HARYANA,CONG,0.23
1996,HARYANA,BJP,0.2
1996,HARYANA,SAP,0.19
1996,HARYANA,HVP,0.15
1996,HARYANA,IND,0.1
1996,HARYANA,BSP,0.07
1996,HARYANA,AIIC(T),0.02
1996,HARYANA,JD,0.02
1996,HARYANA,SP,0.01
1996,HIMACHAL PRADESH,CONG,0.54
1996,HIMACHAL PRADESH,BJP,0.4
1996,HIMACHAL PRADESH,IND,0.02
1996,HIMACHAL PRADESH,BSP,0.01
1996,HIMACHAL PRADESH,CPM,0.01
1996,HIMACHAL PRADESH,RNP,0.01
1996,HIMACHAL PRADESH,SP,0.01
1996,JAMMU & KASHMIR,CONG,0.27
1996,JAMMU & KASHMIR,IND,0.24
1996,JAMMU & KASHMIR,BJP,0.19
1996,JAMMU & KASHMIR,JD,0.18
1996,JAMMU & KASHMIR,BSP,0.06
1996,JAMMU & KASHMIR,JPP,0.05
1996,JAMMU & KASHMIR,AIIC(T),0.01
1996,KARNATAKA,JD,0.35
1996,KARNATAKA,CONG,0.3
1996,KARNATAKA,BJP,0.25
1996,KARNATAKA,IND,0.05
1996,KARNATAKA,KCP,0.03
1996,KARNATAKA,SP,0.01
1996,KERALA,CONG,0.38
1996,KERALA,CPM,0.21
1996,KERALA,CPI,0.08
1996,KERALA,IND,0.07
1996,KERALA,BJP,0.06
1996,KERALA,IUML,0.05
1996,KERALA,JD,0.04
1996,KERALA,KECM,0.03
1996,KERALA,RSP,0.03
1996,KERALA,ICS,0.02
1996,KERALA,KEC,0.02
1996,LAKSHADWEEP,CONG,0.52
1996,LAKSHADWEEP,JD,0.48
1996,MADHYA PRADESH,BJP,0.41
1996,MADHYA PRADESH,CONG,0.31
1996,MADHYA PRADESH,IND,0.1
1996,MADHYA PRADESH,BSP,0.08
1996,MADHYA PRADESH,AIIC(T),0.05
1996,MADHYA PRADESH,CPI,0.01
1996,MADHYA PRADESH,JD,0.01
1996,MADHYA PRADESH,MPVC,0.01
1996,MAHARASHTRA,CONG,0.35
1996,MAHARASHTRA,BJP,0.22
1996,MAHARASHTRA,SS,0.17
1996,MAHARASHTRA,IND,0.1
1996,MAHARASHTRA,RPI,0.05
1996,MAHARASHTRA,JD,0.03
1996,MAHARASHTRA,PWPI,0.02
1996,MAHARASHTRA,SP,0.02
1996,MAHARASHTRA,BBM,0.01
1996,MAHARASHTRA,CPI,0.01
1996,MAHARASHTRA,CPM,0.01
1996,MAHARASHTRA,JP,0.01
1996,MANIPUR,CONG,0.4
1996,MANIPUR,IND,0.23
1996,MANIPUR,FPM,0.13
1996,MANIPUR,MPP,0.07
1996,MANIPUR,BJP,0.05
1996,MANIPUR,AIIC(T),0.04
1996,MANIPUR,CPI,0.04
1996,MANIPUR,JD,0.02
1996,MANIPUR,SAP,0.02
1996,MANIPUR,ICS,0.01
1996,MEGHALAYA,CONG,0.54
1996,MEGHALAYA,IND,0.36
1996,MEGHALAYA,BJP,0.09
1996,MEGHALAYA,CPI,0.01
1996,MIZORAM,CONG,0.43
1996,MIZORAM,MNF,0.38
1996,MIZORAM,IND,0.2
1996,NAGALAND,CONG,0.62
1996,NAGALAND,IND,0.38
1996,NCT OF DELHI,BJP,0.5
1996,NCT OF DELHI,CONG,0.37
1996,NCT OF DELHI,IND,0.04
1996,NCT OF DELHI,JD,0.04
1996,NCT OF DELHI,AIIC(T),0.02
1996,ORISSA,CONG,0.45
1996,ORISSA,JD,0.3
1996,ORISSA,BJP,0.13
1996,ORISSA,IND,0.06
1996,ORISSA,CPM,0.02
1996,ORISSA,JMM,0.02
1996,ORISSA,SAP,0.02
1996,PUDUCHERRY,DMK,0.4
1996,PUDUCHERRY,CONG,0.4
1996,PUDUCHERRY,IND,0.06
1996,PUDUCHERRY,BJP,0.04
1996,PUDUCHERRY,PMK,0.04
1996,PUDUCHERRY,MDMK,0.03
1996,PUDUCHERRY,BSP,0.01
1996,PUDUCHERRY,ICS,0.01
1996,PUNJAB,CONG,0.35
1996,PUNJAB,SAD,0.29
1996,PUNJAB,BSP,0.09
1996,PUNJAB,IND,0.08
1996,PUNJAB,BJP,0.06
1996,PUNJAB,SAD(M),0.04
1996,PUNJAB,CPM,0.03
1996,PUNJAB,JD,0.03
1996,PUNJAB,CPI,0.02
1996,PUNJAB,AIIC(T),0.01
1996,PUNJAB,BSP(A),0.01
1996,RAJASTHAN,BJP,0.42
1996,RAJASTHAN,CONG,0.41
1996,RAJASTHAN,IND,0.07
1996,RAJASTHAN,AIIC(T),0.04
1996,RAJASTHAN,JD,0.03
1996,RAJASTHAN,BSP,0.01
1996,RAJASTHAN,SAP,0.01
1996,SIKKIM,SDF,0.72
1996,SIKKIM,SSP,0.24
1996,SIKKIM,IND,0.03
1996,TAMIL NADU,TMC(M),0.27
1996,TAMIL NADU,DMK,0.26
1996,TAMIL NADU,CONG,0.18
1996,TAMIL NADU,ADMK,0.08
1996,TAMIL NADU,MDMK,0.04
1996,TAMIL NADU,BJP,0.03
1996,TAMIL NADU,IND,0.03
1996,TAMIL NADU,AIIC(T),0.02
1996,TAMIL NADU,CPI,0.02
1996,TAMIL NADU,CPM,0.02
1996,TAMIL NADU,JD,0.02
1996,TAMIL NADU,PMK,0.02
1996,TAMIL NADU,JP,0.01
1996,TRIPURA,CPM,0.52
1996,TRIPURA,CONG,0.34
1996,TRIPURA,BJP,0.06
1996,TRIPURA,TUJS,0.04
1996,TRIPURA,AMB,0.01
1996,TRIPURA,IND,0.01
1996,UTTAR PRADESH,BJP,0.33
1996,UTTAR PRADESH,BSP,0.21
1996,UTTAR PRADESH,SP,0.21
1996,UTTAR PRADESH,CONG,0.08
1996,UTTAR PRADESH,IND,0.07
1996,UTTAR PRADESH,JD,0.04
1996,UTTAR PRADESH,AIIC(T),0.03
1996,UTTAR PRADESH,CPM,0.01
1996,UTTAR PRADESH,SAP,0.01
1996,WEST BENGAL,CONG,0.4
1996,WEST BENGAL,CPM,0.37
1996,WEST BENGAL,BJP,0.07
1996,WEST BENGAL,RSP,0.05
1996,WEST BENGAL,CPI,0.04
1996,WEST BENGAL,FBL,0.03
1996,WEST BENGAL,IND,0.02
1996,WEST BENGAL,JMM,0.01
1992,PUNJAB,CONG,0.49
1992,PUNJAB,BSP,0.2
1992,PUNJAB,BJP,0.17
1992,PUNJAB,CPM,0.04
1992,PUNJAB,IND,0.04
1992,PUNJAB,SAD(M),0.03
1992,PUNJAB,CPI,0.02
1992,PUNJAB,JD,0.01
1992,PUNJAB,JP,0.01
1991,A&N ISLANDS,CONG,0.5
1991,A&N ISLANDS,CPM,0.44
1991,A&N ISLANDS,BJP,0.05
1991,A&N ISLANDS,IND,0.01
1991,ANDHRA PRADESH,CONG,0.46
1991,ANDHRA PRADESH,TDP,0.32
1991,ANDHRA PRADESH,BJP,0.1
1991,ANDHRA PRADESH,IND,0.04
1991,ANDHRA PRADESH,CPI,0.02
1991,ANDHRA PRADESH,CPM,0.02
1991,ANDHRA PRADESH,MIM,0.02
1991,ANDHRA PRADESH,ICS(SCS),0.01
1991,ANDHRA PRADESH,JD,0.01
1991,ARUNACHAL PRADESH,CONG,0.69
1991,ARUNACHAL PRADESH,JD,0.25
1991,ARUNACHAL PRADESH,BJP,0.06
1991,ASSAM,CONG,0.28
1991,ASSAM,AGP,0.18
1991,ASSAM,IND,0.14
1991,ASSAM,BJP,0.1
1991,ASSAM,NAGP,0.06
1991,ASSAM,CPM,0.05
1991,ASSAM,JD,0.05
1991,ASSAM,ADC,0.02
1991,ASSAM,CPI,0.02
1991,ASSAM,ICS(SCS),0.02
1991,ASSAM,UMF,0.02
1991,ASSAM,URC,0.02
1991,ASSAM,JP,0.01
1991,ASSAM,PTCA,0.01
1991,ASSAM,SLP,0.01
1991,BIHAR,JD,0.34
1991,BIHAR,CONG,0.24
1991,BIHAR,BJP,0.16
1991,BIHAR,CPI,0.08
1991,BIHAR,JP,0.06
1991,BIHAR,JMM,0.05
1991,BIHAR,IND,0.03
1991,BIHAR,IPF,0.02
1991,BIHAR,CPM,0.01
1991,BIHAR,M-COR,0.01
1991,CHANDIGARH,CONG,0.36
1991,CHANDIGARH,BJP,0.29
1991,CHANDIGARH,JP,0.23
1991,CHANDIGARH,BSP,0.05
1991,CHANDIGARH,IND,0.04
1991,CHANDIGARH,JD,0.03
1991,D&N HAVELI,CONG,0.62
1991,D&N HAVELI,BJP,0.35
1991,D&N HAVELI,BSP,0.02
1991,D&N HAVELI,IND,0.01
1991,DAMAN & DIU,IND,0.43
1991,DAMAN & DIU,BJP,0.32
1991,DAMAN & DIU,CONG,0.23
1991,DAMAN & DIU,JD,0.03
1991,GOA,CONG,0.58
1991,GOA,MAG,0.21
1991,GOA,BJP,0.16
1991,GOA,IND,0.02
1991,GOA,BSP,0.01
1991,GOA,CPI,0.01
1991,GOA,GLP,0.01
1991,GOA,JD,0.01
1991,GUJARAT,BJP,0.5
1991,GUJARAT,CONG,0.29
1991,GUJARAT,JD(G),0.13
1991,GUJARAT,IND,0.03
1991,GUJARAT,JD,0.03
1991,GUJARAT,JP,0.01
1991,HARYANA,CONG,0.37
1991,HARYANA,JP,0.25
1991,HARYANA,JD,0.12
1991,HARYANA,BJP,0.1
1991,HARYANA,HVP,0.05
1991,HARYANA,IND,0.05
1991,HARYANA,BSP,0.02
1991,HARYANA,SJJP,0.01
1991,HIMACHAL PRADESH,CONG,0.46
1991,HIMACHAL PRADESH,BJP,0.43
1991,HIMACHAL PRADESH,JD,0.07
1991,HIMACHAL PRADESH,CPI,0.01
1991,HIMACHAL PRADESH,IND,0.01
1991,HIMACHAL PRADESH,JP,0.01
1991,KARNATAKA,CONG,0.42
1991,KARNATAKA,BJP,0.29
1991,KARNATAKA,JD,0.18
1991,KARNATAKA,JP,0.04
1991,KARNATAKA,IND,0.03
1991,KARNATAKA,KRS,0.03
1991,KARNATAKA,CPI,0.01
1991,KERALA,CONG,0.39
1991,KERALA,CPM,0.21
1991,KERALA,CPI,0.08
1991,KERALA,IND,0.08
1991,KERALA,BJP,0.05
1991,KERALA,JD,0.05
1991,KERALA,IUML,0.05
1991,KERALA,ICS(SCS),0.03
1991,KERALA,KCM,0.03
1991,KERALA,KEC,0.02
1991,KERALA,RSP,0.02
1991,LAKSHADWEEP,CONG,0.51
1991,LAKSHADWEEP,JD,0.49
1991,MADHYA PRADESH,CONG,0.45
1991,MADHYA PRADESH,BJP,0.42
1991,MADHYA PRADESH,BSP,0.04
1991,MADHYA PRADESH,JD,0.04
1991,MADHYA PRADESH,IND,0.03
1991,MADHYA PRADESH,JP,0.01
1991,MAHARASHTRA,CONG,0.48
1991,MAHARASHTRA,BJP,0.2
1991,MAHARASHTRA,JD,0.11
1991,MAHARASHTRA,SS,0.09
1991,MAHARASHTRA,IND,0.04
1991,MAHARASHTRA,BRP,0.01
1991,MAHARASHTRA,CPI,0.01
1991,MAHARASHTRA,CPM,0.01
1991,MAHARASHTRA,JP,0.01
1991,MAHARASHTRA,PWP,0.01
1991,MANIPUR,CONG,0.38
1991,MANIPUR,MRP,0.2
1991,MANIPUR,JD,0.19
1991,MANIPUR,ICS(SCS),0.11
1991,MANIPUR,BJP,0.08
1991,MANIPUR,IND,0.03
1991,MANIPUR,JP,0.01
1991,MEGHALAYA,CONG,0.57
1991,MEGHALAYA,IND,0.35
1991,MEGHALAYA,BJP,0.07
1991,MEGHALAYA,CPI,0.01
1991,MIZORAM,CONG,0.38
1991,MIZORAM,MNF,0.34
1991,MIZORAM,JD,0.23
1991,MIZORAM,IND,0.04
1991,NAGALAND,NPC,0.53
1991,NAGALAND,CONG,0.44
1991,NAGALAND,BJP,0.03
1991,NCT OF DELHI,BJP,0.4
1991,NCT OF DELHI,CONG,0.4
1991,NCT OF DELHI,JD,0.14
1991,NCT OF DELHI,IND,0.03
1991,NCT OF DELHI,BSP,0.01
1991,NCT OF DELHI,JP,0.01
1991,ORISSA,CONG,0.44
1991,ORISSA,JD,0.35
1991,ORISSA,BJP,0.09
1991,ORISSA,CPI,0.03
1991,ORISSA,JP,0.03
1991,ORISSA,CPM,0.02
1991,ORISSA,IND,0.02
1991,ORISSA,JMM,0.01
1991,PUDUCHERRY,CONG,0.53
1991,PUDUCHERRY,DMK,0.36
1991,PUDUCHERRY,IND,0.03
1991,PUDUCHERRY,PMK,0.03
1991,PUDUCHERRY,BJP,0.02
1991,PUDUCHERRY,DDP,0.01
1991,PUDUCHERRY,JP,0.01
1991,PUDUCHERRY,PMM,0.01
1991,PUDUCHERRY,TMM,0.01
1991,RAJASTHAN,CONG,0.44
1991,RAJASTHAN,BJP,0.41
1991,RAJASTHAN,JD,0.06
1991,RAJASTHAN,IND,0.04
1991,RAJASTHAN,JP,0.03
1991,RAJASTHAN,CPM,0.01
1991,RAJASTHAN,SAD(M),0.01
1991,SIKKIM,SSP,0.9
1991,SIKKIM,IND,0.07
1991,SIKKIM,CPM,0.03
1991,TAMIL NADU,CONG,0.43
1991,TAMIL NADU,DMK,0.23
1991,TAMIL NADU,ADMK,0.18
1991,TAMIL NADU,PMK,0.05
1991,TAMIL NADU,JD,0.03
1991,TAMIL NADU,BJP,0.02
1991,TAMIL NADU,CPI,0.02
1991,TAMIL NADU,CPM,0.02
1991,TAMIL NADU,IND,0.01
