ST_NAME,Column,Field,Value
Karnataka,AC_NAME,HUBLI-DHARWAD- WEST,HUBLI-DHARWAD-WEST
Karnataka,AC_NAME,HUBLI-DHARWAD-CENTRAL,HUBLI-DHARWAD-CENTRAL
Karnataka,AC_NAME,HUBLI-DHARWAD-EAST,HUBLI-DHARWAD-EAST
Karnataka,AC_NAME,HUBLI-DHARWAD-WEST,HUBLI-DHARWAD-WEST
Karnataka,AC_NAME,HUGUND,HUGUND
Karnataka,AC_NAME,HUKERI,HUKKERI
Karnataka,AC_NAME,HUKKERI,HUKKERI
Karnataka,AC_NAME,HULIYURDURGA,HULIYURDURGA
Karnataka,AC_NAME,HULSOOR,HULSOOR
Karnataka,AC_NAME,HULSUR,HULSOOR
Karnataka,AC_NAME,HUMNABAD,HUMNABAD
Karnataka,AC_NAME,HUNGUND,HUNGUND
Karnataka,AC_NAME,HUNSUR,HUNSUR
Karnataka,AC_NAME,HUVINAHIPPARAGI,HUVIN-HIPPARGI
Karnataka,AC_NAME,HUVINHIPPARGI,HUVIN-HIPPARGI
Karnataka,AC_NAME,HUVIN-HIPPARGI,HUVIN-HIPPARGI
Karnataka,AC_NAME,INDI,INDI
Karnataka,AC_NAME,INHI,INDI
Karnataka,AC_NAME,JAGALUR,JAGALUR
Karnataka,AC_NAME,JAMKHANDI,JAMKHANDI
Karnataka,AC_NAME,JAYAMAHAL,JAYAMAHAL
Karnataka,AC_NAME,JAYANAGAR,JAYANAGAR
Karnataka,AC_NAME,JEVARGI,JEVARGI
Karnataka,AC_NAME,JEWARGI,JEVARGI
Karnataka,AC_NAME,K.R. PURA,K.R.PURA
Karnataka,AC_NAME,K.R.PURA,K.R.PURA
Karnataka,AC_NAME,KADUR,KADUR
Karnataka,AC_NAME,KAGAWAD,KAGWAD
Karnataka,AC_NAME,KAGWAD,KAGWAD
Karnataka,AC_NAME,KALGHATGI,KALGHATGI
Karnataka,AC_NAME,KALGI,KALGI
Karnataka,AC_NAME,KALLAMBALLA,KALLAMBALLA
Karnataka,AC_NAME,KALLAMBELLA,KALLAMBALLA
Karnataka,AC_NAME,KALMALA,KALMALA
Karnataka,AC_NAME,KALYANI,KALYANI
Karnataka,AC_NAME,KAMALAPUR,KAMALAPUR
Karnataka,AC_NAME,KAMPLI,KAMPLI
Karnataka,AC_NAME,KANAKAGIRI,KANAKAGIRI
Karnataka,AC_NAME,KANAKAPURA,KANAKAPURA
Karnataka,AC_NAME,KAPU,KAUP
Karnataka,AC_NAME,KARKAL,KARKAL
Karnataka,AC_NAME,KARWAR,KARWAR
Karnataka,AC_NAME,KAUP,KAUP
Karnataka,AC_NAME,KERAGODU,KERAGODU
Karnataka,AC_NAME,KHANAPUR,KHANAPUR
Karnataka,AC_NAME,KIRAGAVAL,KIRUGAVALU
Karnataka,AC_NAME,KIRUGAVALU,KIRUGAVALU
Karnataka,AC_NAME,KITTUR,KITTUR
Karnataka,AC_NAME,KOLAR,KOLAR
Karnataka,AC_NAME,KOLAR GOLD FIELD,KOLAR GOLD FIELDS
Karnataka,AC_NAME,KOLAR GOLD FIELDS,KOLAR GOLD FIELDS
Karnataka,AC_NAME,KOLLEGAL,KOLLEGAL
Karnataka,AC_NAME,KOPPAL,KOPPAL
Karnataka,AC_NAME,KORATAGERE,KORATAGERE
Karnataka,AC_NAME,KOTTUR,KOTTUR
Karnataka,AC_NAME,KRISHNAARAJPET,KRISHNARAJAPET
Karnataka,AC_NAME,KRISHNARAJ,KRISHNARAJA
Karnataka,AC_NAME,KRISHNARAJA,KRISHNARAJA
Karnataka,AC_NAME,KRISHNARAJANAGAR,KRISHNARAJANAGAR
Karnataka,AC_NAME,KRISHNARAJANAGARA,KRISHNARAJANAGAR
Karnataka,AC_NAME,KRISHNARAJAPET,KRISHNARAJAPET
Karnataka,AC_NAME,KRISHNARAJNAGAR,KRISHNARAJANAGAR
Karnataka,AC_NAME,KRISHNARAJPET,KRISHNARAJAPET
Karnataka,AC_NAME,KUDACHI,KUDACHI
Karnataka,AC_NAME,KUDLIGI,KUDLIGI
Karnataka,AC_NAME,KUDUR,KUDUR
Karnataka,AC_NAME,KUMTA,KUMTA
Karnataka,AC_NAME,KUNDAPURA,KUNDAPURA
Karnataka,AC_NAME,KUNDGOL,KUNDGOL
Karnataka,AC_NAME,KUNIGAL,KUNIGAL
Karnataka,AC_NAME,KUNTA,KUMTA
Karnataka,AC_NAME,KURUGODU,KURUGODU
Karnataka,AC_NAME,KUSHTAGI,KUSHTAGI
Karnataka,AC_NAME,LINGSUGUR,LINGSUGUR
Karnataka,AC_NAME,MADDUR,MADDUR
Karnataka,AC_NAME,MADHUGIRI,MADHUGIRI
Karnataka,AC_NAME,MADIKERE,MADIKERI
Karnataka,AC_NAME,MADIKERI,MADIKERI
Karnataka,AC_NAME,MAGADI,MAGADI
Karnataka,AC_NAME,MAHADEVAPURA,MAHADEVAPURA
Karnataka,AC_NAME,MAHALAKSHMI LAYOUT,MAHALAKSHMI LAYOUT
Karnataka,AC_NAME,MALAVALLI,MALAVALLI
Karnataka,AC_NAME,MALLESHWARAM,MALLESHWARAM
Karnataka,AC_NAME,MALLESWARAM,MALLESHWARAM
Karnataka,AC_NAME,MALUR,MALUR
Karnataka,AC_NAME,MANDYA,MANDYA
Karnataka,AC_NAME,MANGALORE,MANGALORE
Karnataka,AC_NAME,MANGALORE CITY NORTH,MANGALORE CITY NORTH
Karnataka,AC_NAME,MANGALORE CITY SOUTH,MANGALORE CITY SOUTH
Karnataka,AC_NAME,MANGALORE I,MANGALORE I
Karnataka,AC_NAME,MANGALORE I I,MANGALORE II
Karnataka,AC_NAME,MANGALORE II,MANGALORE II
Karnataka,AC_NAME,MANVI,MANVI
Karnataka,AC_NAME,MASKI,MASKI
Karnataka,AC_NAME,MAYAKONDA,MAYAKONDA
Karnataka,AC_NAME,MELUKOTE,MELUKOTE
Karnataka,AC_NAME,MERCARA,MERCARA
Karnataka,AC_NAME,MOLAKALMURU,MOLAKALMURU
Karnataka,AC_NAME,MOODABIDRI,MOODABIDRI
Karnataka,AC_NAME,MUDABIDRI,MOODABIDRI
Karnataka,AC_NAME,MUDDEBIHAL,MUDDEBIHAL
Karnataka,AC_NAME,MUDHOL,MUDHOL
Karnataka,AC_NAME,MUDIGERE,MUDIGERE
Karnataka,AC_NAME,MULBAGAL,MULBAGAL
Karnataka,AC_NAME,MUNDARGI,MUNDARGI
Karnataka,AC_NAME,MYSORE,MYSORE
Karnataka,AC_NAME,MYSORE CITY,MYSORE CITY
Karnataka,AC_NAME,MYSORE CITY NORTH,MYSORE CITY NORTH
Karnataka,AC_NAME,NAGAMANGALA,NAGAMANGALA
Karnataka,AC_NAME,NAGTHAN,NAGTHAN
Karnataka,AC_NAME,NANJANGUD,NANJANGUD
Karnataka,AC_NAME,NARAGUND,NARGUND
Karnataka,AC_NAME,NARASIMHARAJA,NARASIMHARAJA
Karnataka,AC_NAME,NARGUND,NARGUND
Karnataka,AC_NAME,NAVALGUND,NAVALGUND
Karnataka,AC_NAME,NELAMANGALA,NELAMANGALA
Karnataka,AC_NAME,NIPANI,NIPPANI
Karnataka,AC_NAME,NIPPANI,NIPPANI
Karnataka,AC_NAME,PADMANABA NAGAR,PADMANABA NAGAR
Karnataka,AC_NAME,PALAIYAM,PALAIYAM
Karnataka,AC_NAME,PALYA,PALYA
Karnataka,AC_NAME,PANDAVAPURA,PANDAVAPURA
Karnataka,AC_NAME,PANEMANGALORE,PANEMANGALORE
Karnataka,AC_NAME,PARASAGAD,PARASGAD
Karnataka,AC_NAME,PARASGAD,PARASGAD
Karnataka,AC_NAME,PAVAGADA,PAVAGADA
Karnataka,AC_NAME,PERIYAPATNA,PERIYAPATNA
Karnataka,AC_NAME,PIRIYAPATNA,PERIYAPATNA
Karnataka,AC_NAME,PULAKESHINAGAR,PULAKESHINAGAR
Karnataka,AC_NAME,PUTTUR,PUTTUR
Karnataka,AC_NAME,RAIBAG,RAIBAG
Karnataka,AC_NAME,RAICHUR,RAICHUR
Karnataka,AC_NAME,RAICHUR RURAL,RAICHUR RURAL
Karnataka,AC_NAME,RAJAJI NAGAR,RAJAJI NAGAR
Karnataka,AC_NAME,RAJAJINAGAR,RAJAJI NAGAR
Karnataka,AC_NAME,RAJARAJESHWARINAGAR,RAJARAJESHWARINAGAR
Karnataka,AC_NAME,RAMADURG,RAMDURG
Karnataka,AC_NAME,RAMANAGARAM,RAMANAGARAM
Karnataka,AC_NAME,RAMDURG,RAMDURG
Karnataka,AC_NAME,RANEBENNUR,RANIBENNUR
Karnataka,AC_NAME,RANIBENNUR,RANIBENNUR
Karnataka,AC_NAME,RAYBAG,RAIBAG
Karnataka,AC_NAME,ROBERTSONPET,ROBERTSONPET
Karnataka,AC_NAME,RON,RON
Karnataka,AC_NAME,SADALGA,SADALGA
Karnataka,AC_NAME,SAGAR,SAGAR
Karnataka,AC_NAME,SAKLESHPUR,SAKLESHPUR
Karnataka,AC_NAME,SAMPAGAON I,SAMPAGAON I
Karnataka,AC_NAME,SAMPAGAON I I,SAMPGAON II
Karnataka,AC_NAME,SAMPGAON I,SAMPAGAON I
Karnataka,AC_NAME,SAMPGAON II,SAMPGAON II
Karnataka,AC_NAME,SANDUR,SANDUR
Karnataka,AC_NAME,SANKEHWAR,SANKESHWAR
Karnataka,AC_NAME,SANKESHWAR,SANKESHWAR
Karnataka,AC_NAME,SANTHEMARAHALLI,SANTHEMARAHALLI
Karnataka,AC_NAME,SANTPUR,SANTPUR
Karnataka,AC_NAME,SARVAGNANAGAR,SARVAGNANAGAR
Karnataka,AC_NAME,SATHANUR,SATHANUR
Karnataka,AC_NAME,SAUNDATTI YELLAMMA,SAUNDATTI YELLAMMA
Karnataka,AC_NAME,SEDAM,SEDAM
Karnataka,AC_NAME,SERUM,SEDAM
Karnataka,AC_NAME,SHAHABAD,SHAHABAD
Karnataka,AC_NAME,SHAHAPUR,SHAHPUR
Karnataka,AC_NAME,SHAHPUR,SHAHPUR
Karnataka,AC_NAME,SHANTHINAGAR,SHANTHINAGAR
Karnataka,AC_NAME,SHANTI NAGAR,SHANTHINAGAR
Karnataka,AC_NAME,SHANTINAGAR,SHANTHINAGAR
Karnataka,AC_NAME,SHIGGAON,SHIGGAON
Karnataka,AC_NAME,SHIKARIPUR,SHIKARIPURA
Karnataka,AC_NAME,SHIKARIPURA,SHIKARIPURA
Karnataka,AC_NAME,SHIMOGA,SHIMOGA
Karnataka,AC_NAME,SHIMOGA RURAL,SHIMOGA RURAL
Karnataka,AC_NAME,SHIRAHATTI,SHIRHATTI
Karnataka,AC_NAME,SHIRHATTI,SHIRHATTI
Karnataka,AC_NAME,SHIRUGUPPA,SIRUGUPPA
Karnataka,AC_NAME,SHIVAJINAGAR,SHIVAJINAGAR
Karnataka,AC_NAME,SHORAPUR,SHORAPUR
Karnataka,AC_NAME,SHRAVANABELAGOLA,SHRAVANABELAGOLA
Karnataka,AC_NAME,SHRIRANGAPATTANA,SRIRANGAPATNA
Karnataka,AC_NAME,SIDLAGHATTA,SIDLAGHATTA
Karnataka,AC_NAME,SINDAGI,SINDAGI
Karnataka,AC_NAME,SINDGI,SINDAGI
Karnataka,AC_NAME,SINDHANOOR,SINDHANUR
Karnataka,AC_NAME,SINDHANUR,SINDHANUR
Karnataka,AC_NAME,SINDHNOOR,SINDHANUR
Karnataka,AC_NAME,SIRA,SIRA
Karnataka,AC_NAME,SIRSI,SIRSI
Karnataka,AC_NAME,SIRUGUPPA,SIRUGUPPA
Karnataka,AC_NAME,SOLUR,SOLUR
Karnataka,AC_NAME,SOMWARPET,SOMWARPET
Karnataka,AC_NAME,SORAB,SORAB
Karnataka,AC_NAME,SRAVANABELAGOLA,SHRAVANABELAGOLA
Karnataka,AC_NAME,SRINGERI,SRINGERI
Karnataka,AC_NAME,SRINIVASAPUR,SRINIVASPUR
Karnataka,AC_NAME,SRINIVASPUR,SRINIVASPUR
Karnataka,AC_NAME,SRIRANGAPATNA,SRIRANGAPATNA
Karnataka,AC_NAME,SULLIA,SULLIA
Karnataka,AC_NAME,SURATHKAL,SURATHKAL
Karnataka,AC_NAME,T NARASIPUR,T. NARASIPUR
Karnataka,AC_NAME,T NARSIPUR,T. NARASIPUR
Karnataka,AC_NAME,T. NARASIPUR,T. NARASIPUR
Karnataka,AC_NAME,T.NARASIPUR,T. NARASIPUR
Karnataka,AC_NAME,TALIKOT,TALIKOT
Karnataka,AC_NAME,TARIKERE,TARIKERE
Karnataka,AC_NAME,TERDAL,TERDAL
Karnataka,AC_NAME,THIRTHAHALLI,THIRTHAHALLI
Karnataka,AC_NAME,TIKOTA,TIKOTA
Karnataka,AC_NAME,TIPTUR,TIPTUR
Karnataka,AC_NAME,TIRTHAHALLI,THIRTHAHALLI
Karnataka,AC_NAME,TUMKUR,TUMKUR
Karnataka,AC_NAME,TUMKUR CITY,TUMKUR CITY
Karnataka,AC_NAME,TUMKUR RURAL,TUMKUR RURAL
Karnataka,AC_NAME,TURAVEKERE,TURUVEKERE
Karnataka,AC_NAME,TURUVEKERE,TURUVEKERE
Karnataka,AC_NAME,UCHAGAON,UCHAGDAN
Karnataka,AC_NAME,UCHAGDAN,UCHAGDAN
Karnataka,AC_NAME,UDIPI,UDUPI
Karnataka,AC_NAME,UDUPI,UDUPI
Karnataka,AC_NAME,ULLAL,ULLAL
Karnataka,AC_NAME,ULSOOR,ULSOOR
Karnataka,AC_NAME,UTTARAHALLI,UTTARAHALLI
Karnataka,AC_NAME,VARTHUR,VARTHUR
Karnataka,AC_NAME,VARUNA,VARUNA
Karnataka,AC_NAME,VEMAGAL,VEMAGAL
Karnataka,AC_NAME,VEMGAL,VEMAGAL
Karnataka,AC_NAME,VIJAY NAGAR,VIJAY NAGAR
Karnataka,AC_NAME,VIJAYANAGARA,VIJAYANAGARA
Karnataka,AC_NAME,VIRAJPET,VIRAJPET
Karnataka,AC_NAME,VIRUPAKSHIPUR,VIRUPAKSHIPURA
Karnataka,AC_NAME,VIRUPAKSHIPURA,VIRUPAKSHIPURA
Karnataka,AC_NAME,VITTAL,VITTAL
Karnataka,AC_NAME,YADGIR,YADGIR
Karnataka,AC_NAME,YAMKANAMARDI,YEMKANMARDI
Karnataka,AC_NAME,YELABURGA,YELBURGA
Karnataka,AC_NAME,YELAHANKA,YELAHANKA
Karnataka,AC_NAME,YELBURGA,YELBURGA
Karnataka,AC_NAME,YELLAPUR,YELLAPUR
Karnataka,AC_NAME,YEMKANMARDI,YEMKANMARDI
Karnataka,AC_NAME,YESHVANTHAPURA,YESHWANTAPURA
Karnataka,AC_NAME,YESHWANTAPURA,YESHWANTAPURA
Sikkim,AC_NAME,ARITHANG,ARITHANG
Sikkim,AC_NAME,ASSAM LINGJEY,ASSAM-LINGJEY
Sikkim,AC_NAME,ASSAM-LINGJEY,ASSAM-LINGJEY
Sikkim,AC_NAME,ASSAM-LINGJEY BL,ASSAM-LINGJEY
Sikkim,AC_NAME,BARFUNG,BARFUNG
Sikkim,AC_NAME,BARMIOK,BARMIOK
Sikkim,AC_NAME,CENTRAL PENDAM-EAST PENDAM,CENTRAL PENDAM-EAST PENDAM
Sikkim,AC_NAME,CHAKUNG,CHAKUNG
Sikkim,AC_NAME,CHUJACHEN,CHUJACHEN
Sikkim,AC_NAME,DAMTHANG,DAMTHANG
Sikkim,AC_NAME,DARAMDIN,DARAMDIN
Sikkim,AC_NAME,DENTAM,DENTAM
Sikkim,AC_NAME,DJONGU,DJONGU
Sikkim,AC_NAME,DJONGU BL,DJONGU
Sikkim,AC_NAME,GANGTOK,GANGTOK
Sikkim,AC_NAME,GEYZING,GYALSHING-BARNYAK
Sikkim,AC_NAME,GNATHANG-MACHONG,GNATHANG-MACHONG
Sikkim,AC_NAME,GYALSHING-BARNYAK,GYALSHING-BARNYAK
Sikkim,AC_NAME,JORTHANG-NAYABAZAR,JORTHANG-NAYABAZAR
Sikkim,AC_NAME,KABI LUNGCHUK,KABI LUNGCHUK
Sikkim,AC_NAME,KABI TINGDA,KABI TINGDA
Sikkim,AC_NAME,KABI TINGDA BL,KABI TINGDA
Sikkim,AC_NAME,KHAMDONG,KHAMDONG
Sikkim,AC_NAME,KHAMDONG-SINGTAM,KHAMDONG-SINGTAM
Sikkim,AC_NAME,LACHEN MANGAN,LACHEN MANGAN
Sikkim,AC_NAME,LACHEN MANGSHILA,LACHEN MANGAN
Sikkim,AC_NAME,LACHEN MANGSHILA BL,LACHEN MANGAN
Sikkim,AC_NAME,LOOSING PACHEKHANI,LOOSING PACHEKHANI
Sikkim,AC_NAME,MANEYBUNG-DENTAM,MANEYBUNG-DENTAM
Sikkim,AC_NAME,MARTAM,MARTAM
Sikkim,AC_NAME,MARTAM BL,MARTAM
Sikkim,AC_NAME,MARTAM-RUMTEK,MARTAM-RUMTEK
Sikkim,AC_NAME,MELLI,MELLI
Sikkim,AC_NAME,NAMCHEYBUNG,NAMCHEYBUNG
Sikkim,AC_NAME,NAMCHI-SINGHITHANG,NAMCHI-SINGHITHANG
Sikkim,AC_NAME,NAMTHANG-RATEYPANI,NAMTHANG-RATEYPANI
Sikkim,AC_NAME,PATHING,PATHING
Sikkim,AC_NAME,PATHING BL,PATHING
Sikkim,AC_NAME,POKLOK-KAMRANG,POKLOK-KAMRANG
Sikkim,AC_NAME,RAKDONG TENTEK,RAKDONG TINTEK
Sikkim,AC_NAME,RAKDONG TENTEK BL,RAKDONG TINTEK
Sikkim,AC_NAME,RAKDONG TINTEK,RAKDONG TINTEK
Sikkim,AC_NAME,RALANG,RALANG
Sikkim,AC_NAME,RALONG,RALANG
Sikkim,AC_NAME,RALONG BL,RALANG
Sikkim,AC_NAME,RANGANG-YANGANG,RANGANG-YANGANG
Sikkim,AC_NAME,RANKA,RANKA
Sikkim,AC_NAME,RANKA BL,RANKA
Sikkim,AC_NAME,RATEYPANI - WEST PENDAM,RATEYPANI - WEST PENDAM
Sikkim,AC_NAME,REGU,REGU
Sikkim,AC_NAME,RHENOCK,RHENOCK
Sikkim,AC_NAME,RINCHENPONG,RINCHENPONG
Sikkim,AC_NAME,RINCHENPONG BL,RINCHENPONG
Sikkim,AC_NAME,RUMTEK,RUMTEK
Sikkim,AC_NAME,RUMTEK BL,RUMTEK
Sikkim,AC_NAME,SALGHARI-ZOOM,SALGHARI-ZOOM
Sikkim,AC_NAME,SANGHA,SANGHA
Sikkim,AC_NAME,SANGHA (SANGHA),SANGHA
Sikkim,AC_NAME,SHYARI,SHYARI
Sikkim,AC_NAME,SOREONG,SOREONG
Sikkim,AC_NAME,SOREONG-CHAKUNG,SOREONG-CHAKUNG
Sikkim,AC_NAME,TASHIDING,TASHIDING
Sikkim,AC_NAME,TASHIDING BL,TASHIDING
Sikkim,AC_NAME,TEMI-NAMPHING,TEMI-NAMPHING
Sikkim,AC_NAME,TEMI-TARKU,TEMI-TARKU
Sikkim,AC_NAME,TUMEN-LINGI,TUMEN-LINGI
Sikkim,AC_NAME,UPPER BURTUK,UPPER BURTUK
Sikkim,AC_NAME,UPPER TADONG,UPPER TADONG
Sikkim,AC_NAME,WAK,WAK
Sikkim,AC_NAME,WEST PENDAM,WEST PENDAM
Sikkim,AC_NAME,YANGTHANG,YANGTHANG
Sikkim,AC_NAME,YOKSAM,YOKSAM
Sikkim,AC_NAME,YOKSAM-TASHIDING,YOKSAM-TASHIDING
Andhra Pradesh,AC_NAME,ACHAMPET,ACHAMPET
Andhra Pradesh,AC_NAME,ACHANTA,ACHANTA
Andhra Pradesh,AC_NAME,ADDANKI,ADDANKI
Andhra Pradesh,AC_NAME,ADILABAD,ADILABAD
Andhra Pradesh,AC_NAME,ADONI,ADONI
Andhra Pradesh,AC_NAME,ALAIR,ALAIR
Andhra Pradesh,AC_NAME,ALAMPUR,ALAMPUR
Andhra Pradesh,AC_NAME,ALAMURU,ALAMURU
Andhra Pradesh,AC_NAME,ALLAGADDA,ALLAGADDA
Andhra Pradesh,AC_NAME,ALLAGAHDA,ALLAGADDA
Andhra Pradesh,AC_NAME,ALLAVARAM,ALLAVARAM
Andhra Pradesh,AC_NAME,ALLUR,ALLUR
Andhra Pradesh,AC_NAME,ALUR,ALLUR
Andhra Pradesh,AC_NAME,AMADALAVALASA,AMADALAVALASA
Andhra Pradesh,AC_NAME,AMALAPURAM,AMALAPURAM
Andhra Pradesh,AC_NAME,AMARCHINTA,AMARCHINTA
Andhra Pradesh,AC_NAME,AMBERPET,AMBERPET
Andhra Pradesh,AC_NAME,AMMANABAROLU,AMMANABROLU
Andhra Pradesh,AC_NAME,AMMANABROLU,AMMANABROLU
Andhra Pradesh,AC_NAME,ANAKAPALLE,ANAKAPALLE
Andhra Pradesh,AC_NAME,ANAKAPALLI,ANAKAPALLE
Andhra Pradesh,AC_NAME,ANANTAPUR,ANANTAPUR
Andhra Pradesh,AC_NAME,ANANTAPUR URBAN,ANANTAPUR URBAN
Andhra Pradesh,AC_NAME,ANAPARTHI,ANAPARTHI
Andhra Pradesh,AC_NAME,ANAPARTHY,ANAPARTHI
Andhra Pradesh,AC_NAME,ANATAPUR,ANANTAPUR
Andhra Pradesh,AC_NAME,ANDOLE,ANDOLE
Andhra Pradesh,AC_NAME,ARAKU VALLEY,ARAKU VALLEY
Andhra Pradesh,AC_NAME,ARMOOR,ARMUR
Andhra Pradesh,AC_NAME,ARMUR,ARMUR
Andhra Pradesh,AC_NAME,ASAFNAGAR,ASAFNAGAR
Andhra Pradesh,AC_NAME,ASIFABAD,ASIFABAD
Andhra Pradesh,AC_NAME,ASWARAOPETA,ASWARAOPETA
Andhra Pradesh,AC_NAME,ATILL,ATTILI
Andhra Pradesh,AC_NAME,ATMAKUR,ATMAKUR
Andhra Pradesh,AC_NAME,ATTILI,ATTILI
Andhra Pradesh,AC_NAME,AVANIGADDA,AVANIGADDA
Andhra Pradesh,AC_NAME,BADVEL,BADVEL
Andhra Pradesh,AC_NAME,BAHDURPURA,BAHDURPURA
Andhra Pradesh,AC_NAME,BALIJIPETA,BALIJIPETA
Andhra Pradesh,AC_NAME,BALKONDA,BALKONDA
Andhra Pradesh,AC_NAME,BANAGANAPALLE,BANAGANAPALLE
Andhra Pradesh,AC_NAME,BANDAR,MACHILIPATNAM
Andhra Pradesh,AC_NAME,BANGARIPOLIEM,BANGARIPOLIEM
Andhra Pradesh,AC_NAME,BANSWADA,BANSWADA
Andhra Pradesh,AC_NAME,BAPATA,BAPATLA
Andhra Pradesh,AC_NAME,BAPATLA,BAPATLA
Andhra Pradesh,AC_NAME,BEGUM BAZAAR,BEGUM BAZAR
Andhra Pradesh,AC_NAME,BEGUM BAZAR,BEGUM BAZAR
Andhra Pradesh,AC_NAME,BELLAMPALLY,BELLAMPALLY
Andhra Pradesh,AC_NAME,BHADRACHALAM,BHADRACHALAM
Andhra Pradesh,AC_NAME,BHADRACHELAM,BHADRACHALAM
Andhra Pradesh,AC_NAME,BHADRAHCALAM,BHADRACHALAM
Andhra Pradesh,AC_NAME,BHEEMUNIPATNAM,BHIMLI
Andhra Pradesh,AC_NAME,BHEMUNIPATNAM,BHIMLI
Andhra Pradesh,AC_NAME,BHIMAVARAM,BHIMAVARAM
Andhra Pradesh,AC_NAME,BHIMLI,BHIMLI
Andhra Pradesh,AC_NAME,BHOGAPURAM,BHOGAPURAM
Andhra Pradesh,AC_NAME,BHONGIR,BHONGIR
Andhra Pradesh,AC_NAME,BHUPALPALLE,BHUPALPALLE
Andhra Pradesh,AC_NAME,BOATH,BOATH
Andhra Pradesh,AC_NAME,BOBBILI,BOBBILI
Andhra Pradesh,AC_NAME,BODDAM,BODDAM
Andhra Pradesh,AC_NAME,BODHAN,BODHAN
Andhra Pradesh,AC_NAME,BRAHMANATARALA,BRAHMANATARLA
Andhra Pradesh,AC_NAME,BRAHMANATARLA,BRAHMANATARLA
Andhra Pradesh,AC_NAME,BUCHIREDDIPALEM,BUCHIREDDIPALEM
Andhra Pradesh,AC_NAME,BUGGARAM,BUGGARAM
Andhra Pradesh,AC_NAME,BURAGAMPAHAD,BURGAMPAHAD
Andhra Pradesh,AC_NAME,BURGAMPAHAD,BURGAMPAHAD
Andhra Pradesh,AC_NAME,BURUGUPUDI,BURUGUPUDI
Andhra Pradesh,AC_NAME,CHALAKURTHI,CHALAKURTHI
Andhra Pradesh,AC_NAME,CHANDRAGIRI,CHANDRAGIRI
Andhra Pradesh,AC_NAME,CHANDRAYANGUTTA,CHANDRAYANGUTTA
Andhra Pradesh,AC_NAME,CHANNUR,CHANNUR
Andhra Pradesh,AC_NAME,CHARMINAR,CHARMINAR
Andhra Pradesh,AC_NAME,CHEEPURUPALLE,CHEEPURUPALLI
Andhra Pradesh,AC_NAME,CHEEPURUPALLI,CHEEPURUPALLI
Andhra Pradesh,AC_NAME,CHENNUR,CHENNUR
Andhra Pradesh,AC_NAME,CHERIAL,CHERIYAL
Andhra Pradesh,AC_NAME,CHERIYAL,CHERIYAL
Andhra Pradesh,AC_NAME,CHEVELLA,CHEVELLA
Andhra Pradesh,AC_NAME,CHEYYERU,CHEYYERU
Andhra Pradesh,AC_NAME,CHILAKALURIPET,CHILAKALURIPET
Andhra Pradesh,AC_NAME,CHILAKALURIPETA,CHILAKALURIPET
Andhra Pradesh,AC_NAME,CHILAKULURIPET,CHILAKALURIPET
Andhra Pradesh,AC_NAME,CHILLAMCHERLA,CHILLAMCHERLA
Andhra Pradesh,AC_NAME,CHINNAKONDUR,CHINNAKONDUR
Andhra Pradesh,AC_NAME,CHINNUR,CHINNUR
Andhra Pradesh,AC_NAME,CHINTALAPUDI,CHINTALAPUDI
Andhra Pradesh,AC_NAME,CHINTAPALLI,CHINTAPALLI
Andhra Pradesh,AC_NAME,CHIRALA,CHIRALA
Andhra Pradesh,AC_NAME,CHITTOOR,CHITTOOR
Andhra Pradesh,AC_NAME,CHODAVARAM,CHODAVARAM
Andhra Pradesh,AC_NAME,CHOPPADANDI,CHOPPADANDI
Andhra Pradesh,AC_NAME,CUDDAPAH,KADAPA
Andhra Pradesh,AC_NAME,CUDDAPAM,KADAPA
Andhra Pradesh,AC_NAME,CUMBUM,CUMBUM
Andhra Pradesh,AC_NAME,DARSI,DARSI
Andhra Pradesh,AC_NAME,DENDULUR,DENDULURU
Andhra Pradesh,AC_NAME,DENDULURU,DENDULURU
Andhra Pradesh,AC_NAME,DEVARAKONDA,DEVARAKONDA
Andhra Pradesh,AC_NAME,DEVARKADRA,DEVARKADRA
Andhra Pradesh,AC_NAME,DEVARKONDA,DEVARAKONDA
Andhra Pradesh,AC_NAME,DEVERKONDA,DEVARAKONDA
Andhra Pradesh,AC_NAME,DEVI,DEVI
Andhra Pradesh,AC_NAME,DHAMASAGAR,DHAMASAGAR
Andhra Pradesh,AC_NAME,DHAMAVARAM,DHARMAVARAM
Andhra Pradesh,AC_NAME,DHARAMAVARAM,DHARMAVARAM
Andhra Pradesh,AC_NAME,DHARMAPURI,DHARMAPURI
Andhra Pradesh,AC_NAME,DHARMAVARAM,DHARMAVARAM
Andhra Pradesh,AC_NAME,DHONE,DHONE
Andhra Pradesh,AC_NAME,DICHPALLI,DICHPALLI
Andhra Pradesh,AC_NAME,DICHPALLY,DICHPALLI
Andhra Pradesh,AC_NAME,DOMMAT,DOMMAT
Andhra Pradesh,AC_NAME,DORNAKAL,DORNAKAL
Andhra Pradesh,AC_NAME,DUBBAK,DUBBAK
Andhra Pradesh,AC_NAME,DUGGIRALA,DUGGIRALA
Andhra Pradesh,AC_NAME,ELAMANCHILI,YELLAMANCHILI
Andhra Pradesh,AC_NAME,ELURU,ELURU
Andhra Pradesh,AC_NAME,EPANJERI,EPANJERI
Andhra Pradesh,AC_NAME,ETCHERLA,ETCHERLA
Andhra Pradesh,AC_NAME,GADWAL,GADWAL
